time,open,high,low,close,volume
2021-07-09 10:00:00+00:00,151.514,151.699,151.442,151.58,7254
2021-07-09 11:00:00+00:00,151.582,151.778,151.55,151.683,5815
2021-07-09 12:00:00+00:00,151.683,151.858,151.604,151.795,6931
2021-07-09 13:00:00+00:00,151.795,151.934,151.659,151.919,6331
2021-07-09 14:00:00+00:00,151.921,152.152,151.866,152.063,5860
2021-07-09 15:00:00+00:00,152.062,152.282,152.062,152.213,6241
2021-07-09 16:00:00+00:00,152.213,152.634,152.155,152.583,6797
2021-07-09 17:00:00+00:00,152.583,152.804,152.312,152.361,8660
2021-07-09 18:00:00+00:00,152.362,152.511,152.238,152.494,6510
2021-07-09 19:00:00+00:00,152.494,152.72,152.494,152.715,2216
2021-07-09 20:00:00+00:00,152.714,152.952,152.707,152.915,2677
2021-07-09 21:00:00+00:00,152.915,153.025,152.87,152.997,2399
2021-07-09 22:00:00+00:00,152.994,153.078,152.936,152.961,3185
2021-07-09 23:00:00+00:00,152.957,153.078,152.95,153.049,2105
2021-07-12 00:00:00+00:00,152.824,153.059,152.824,152.896,367
2021-07-12 01:00:00+00:00,152.896,153.212,152.88,153.155,1983
2021-07-12 02:00:00+00:00,153.154,153.233,153.067,153.183,1228
2021-07-12 03:00:00+00:00,153.18,153.252,153.017,153.067,3259
2021-07-12 04:00:00+00:00,153.065,153.134,152.948,153.09,3901
2021-07-12 05:00:00+00:00,153.09,153.154,153.034,153.085,2230
2021-07-12 06:00:00+00:00,153.086,153.112,152.928,152.966,1377
2021-07-12 07:00:00+00:00,152.964,153.061,152.892,153.053,1737
2021-07-12 08:00:00+00:00,153.053,153.06,152.953,152.999,1498
2021-07-12 09:00:00+00:00,153.0,153.07,152.955,153.036,2726
2021-07-12 10:00:00+00:00,153.033,153.151,152.602,152.697,5934
2021-07-12 11:00:00+00:00,152.695,152.769,152.565,152.589,5043
2021-07-12 12:00:00+00:00,152.591,152.708,152.552,152.606,4179
2021-07-12 13:00:00+00:00,152.602,152.677,152.407,152.606,4539
2021-07-12 14:00:00+00:00,152.607,152.807,152.527,152.57,4279
2021-07-12 15:00:00+00:00,152.569,152.704,152.47,152.597,5699
2021-07-12 16:00:00+00:00,152.595,153.196,152.544,153.137,6854
2021-07-12 17:00:00+00:00,153.138,153.342,153.102,153.218,6509
2021-07-12 18:00:00+00:00,153.219,153.242,153.121,153.238,3769
2021-07-12 19:00:00+00:00,153.238,153.249,153.185,153.222,2374
2021-07-12 20:00:00+00:00,153.222,153.249,153.106,153.138,2277
2021-07-12 21:00:00+00:00,153.138,153.161,153.05,153.054,1883
2021-07-12 22:00:00+00:00,153.053,153.193,153.053,153.19,1869
2021-07-12 23:00:00+00:00,153.19,153.224,153.169,153.185,2198
2021-07-13 00:00:00+00:00,153.189,153.242,153.097,153.167,538
2021-07-13 01:00:00+00:00,153.165,153.231,153.165,153.173,1029
2021-07-13 02:00:00+00:00,153.18,153.244,153.17,153.201,1381
2021-07-13 03:00:00+00:00,153.202,153.382,153.171,153.35,2997
2021-07-13 04:00:00+00:00,153.35,153.358,153.221,153.304,2409
2021-07-13 05:00:00+00:00,153.305,153.454,153.303,153.45,2260
2021-07-13 06:00:00+00:00,153.45,153.485,153.378,153.405,1511
2021-07-13 07:00:00+00:00,153.405,153.449,153.355,153.413,1272
2021-07-13 08:00:00+00:00,153.413,153.413,153.208,153.222,2193
2021-07-13 09:00:00+00:00,153.221,153.313,153.144,153.154,3448
2021-07-13 10:00:00+00:00,153.153,153.232,152.978,153.013,5296
2021-07-13 11:00:00+00:00,153.01,153.034,152.859,152.951,4161
2021-07-13 12:00:00+00:00,152.951,152.981,152.713,152.735,3141
2021-07-13 13:00:00+00:00,152.734,152.812,152.733,152.739,2962
2021-07-13 14:00:00+00:00,152.739,152.748,152.548,152.642,3305
2021-07-13 15:00:00+00:00,152.642,152.769,152.41,152.577,10863
