time,open,high,low,close,volume
2024-04-30 11:30:00+00:00,0.65261,0.65281,0.65257,0.65261,209
2024-04-30 11:45:00+00:00,0.65261,0.6528,0.65251,0.65274,267
2024-04-30 12:00:00+00:00,0.65276,0.65341,0.65273,0.65309,346
2024-04-30 12:15:00+00:00,0.6531,0.65325,0.65292,0.65311,286
2024-04-30 12:30:00+00:00,0.65316,0.65344,0.65304,0.65332,277
2024-04-30 12:45:00+00:00,0.65332,0.65346,0.6531,0.65315,255
2024-04-30 13:00:00+00:00,0.65315,0.65336,0.653,0.6533,201
2024-04-30 13:15:00+00:00,0.6533,0.65365,0.65306,0.65355,235
2024-04-30 13:30:00+00:00,0.65355,0.6536,0.65306,0.65311,226
2024-04-30 13:45:00+00:00,0.65311,0.65326,0.65306,0.65315,174
2024-04-30 14:00:00+00:00,0.65311,0.65311,0.6527,0.65296,203
2024-04-30 14:15:00+00:00,0.65296,0.65313,0.65287,0.65287,248
2024-04-30 14:30:00+00:00,0.65285,0.65296,0.65267,0.65291,225
2024-04-30 14:45:00+00:00,0.65291,0.653,0.65271,0.65274,192
2024-04-30 15:00:00+00:00,0.65274,0.65292,0.65221,0.6529,445
2024-04-30 15:15:00+00:00,0.65291,0.65301,0.65281,0.65292,397
2024-04-30 15:30:00+00:00,0.65292,0.65292,0.65036,0.65086,1200
2024-04-30 15:45:00+00:00,0.65086,0.65096,0.64975,0.64995,786
2024-04-30 16:00:00+00:00,0.65002,0.65077,0.64962,0.65076,797
2024-04-30 16:15:00+00:00,0.65076,0.65096,0.64996,0.65,660
2024-04-30 16:30:00+00:00,0.64996,0.6508,0.64975,0.6506,770
2024-04-30 16:45:00+00:00,0.65065,0.65068,0.64904,0.64919,726
2024-04-30 17:00:00+00:00,0.64917,0.65015,0.6489,0.64953,938
2024-04-30 17:15:00+00:00,0.64953,0.65047,0.64949,0.64986,783
2024-04-30 17:30:00+00:00,0.64986,0.64995,0.64922,0.64971,768
2024-04-30 17:45:00+00:00,0.64972,0.65009,0.64904,0.64925,735
2024-04-30 18:00:00+00:00,0.64927,0.64995,0.64919,0.64927,685
2024-04-30 18:15:00+00:00,0.64927,0.64955,0.6491,0.64938,554
2024-04-30 18:30:00+00:00,0.64941,0.64944,0.6486,0.6487,468
2024-04-30 18:45:00+00:00,0.6487,0.64906,0.6487,0.64886,382
2024-04-30 19:00:00+00:00,0.64886,0.64906,0.64849,0.64881,405
2024-04-30 19:15:00+00:00,0.64877,0.64881,0.64845,0.64857,378
2024-04-30 19:30:00+00:00,0.64856,0.64861,0.64816,0.64842,396
2024-04-30 19:45:00+00:00,0.64842,0.64893,0.64842,0.64868,289
2024-04-30 20:00:00+00:00,0.64868,0.64892,0.64866,0.64882,376
2024-04-30 20:15:00+00:00,0.64883,0.649,0.64852,0.64861,333
2024-04-30 20:30:00+00:00,0.64861,0.64875,0.64851,0.64854,226
2024-04-30 20:45:00+00:00,0.64854,0.649,0.64854,0.64899,246
2024-04-30 21:00:00+00:00,0.649,0.6492,0.64871,0.64876,250
2024-04-30 21:15:00+00:00,0.64875,0.64882,0.64854,0.64856,249
2024-04-30 21:30:00+00:00,0.64856,0.64879,0.64852,0.64867,270
2024-04-30 21:45:00+00:00,0.64868,0.6487,0.64799,0.64823,405
2024-04-30 22:00:00+00:00,0.64824,0.64851,0.64818,0.64831,249
2024-04-30 22:15:00+00:00,0.64831,0.64835,0.64792,0.64821,212
2024-04-30 22:30:00+00:00,0.64821,0.64832,0.64805,0.6481,287
2024-04-30 22:45:00+00:00,0.64808,0.64828,0.64769,0.64773,337
2024-04-30 23:00:00+00:00,0.64771,0.64793,0.64766,0.6477,357
2024-04-30 23:15:00+00:00,0.64771,0.64773,0.64738,0.64739,133
2024-04-30 23:30:00+00:00,0.64739,0.64744,0.6473,0.6473,95
2024-04-30 23:45:00+00:00,0.6473,0.64742,0.64711,0.64721,205
2024-05-01 00:00:00+00:00,0.64728,0.6479,0.64682,0.64725,75
2024-05-01 00:15:00+00:00,0.64731,0.64735,0.64712,0.64735,49
2024-05-01 00:30:00+00:00,0.64735,0.64754,0.64727,0.64732,111
