time,open,high,low,close,volume
2019-12-02 12:00:00+00:00,1.29099,1.29383,1.2895699999999999,1.2929300000000001,9403
2019-12-02 16:00:00+00:00,1.2929300000000001,1.29453,1.29188,1.29332,13554
2019-12-02 20:00:00+00:00,1.29332,1.29488,1.29309,1.2938100000000001,6849
2019-12-03 00:00:00+00:00,1.29387,1.29444,1.29302,1.29327,4266
2019-12-03 04:00:00+00:00,1.29326,1.29422,1.29308,1.29407,3876
2019-12-03 08:00:00+00:00,1.29406,1.2989,1.2938,1.29873,9662
2019-12-03 12:00:00+00:00,1.29873,1.30093,1.29711,1.29966,11238
2019-12-03 16:00:00+00:00,1.29966,1.3011,1.29751,1.30077,11746
2019-12-03 20:00:00+00:00,1.3007900000000001,1.30088,1.29889,1.29912,4591
2019-12-04 00:00:00+00:00,1.2991,1.30005,1.29893,1.2999100000000001,5849
2019-12-04 04:00:00+00:00,1.29992,1.3003,1.29887,1.29918,3251
2019-12-04 08:00:00+00:00,1.29918,1.30636,1.29824,1.3054700000000001,11716
2019-12-04 12:00:00+00:00,1.30544,1.3109199999999999,1.30361,1.30957,13218
2019-12-04 16:00:00+00:00,1.30957,1.31202,1.30856,1.3090899999999999,11763
2019-12-04 20:00:00+00:00,1.3090899999999999,1.3107,1.30869,1.31029,4832
2019-12-05 00:00:00+00:00,1.31029,1.31127,1.31015,1.31117,3760
2019-12-05 04:00:00+00:00,1.31117,1.31182,1.31104,1.31134,3036
2019-12-05 08:00:00+00:00,1.31134,1.31474,1.31053,1.31326,9347
2019-12-05 12:00:00+00:00,1.31327,1.31425,1.31249,1.31298,7859
2019-12-05 16:00:00+00:00,1.31298,1.3165200000000001,1.3127900000000001,1.31577,11142
2019-12-05 20:00:00+00:00,1.31577,1.31663,1.3153000000000001,1.3155299999999999,5400
2019-12-06 00:00:00+00:00,1.3155299999999999,1.31624,1.31527,1.31562,3464
2019-12-06 04:00:00+00:00,1.31563,1.31624,1.31538,1.31551,2836
2019-12-06 08:00:00+00:00,1.31551,1.3165200000000001,1.31111,1.31239,8121
2019-12-06 12:00:00+00:00,1.31239,1.31497,1.31107,1.3131599999999999,10863
2019-12-06 16:00:00+00:00,1.3131599999999999,1.31383,1.31002,1.31323,12181
2019-12-06 20:00:00+00:00,1.31323,1.3143099999999999,1.31299,1.3134000000000001,4934
2019-12-09 00:00:00+00:00,1.31336,1.31504,1.3131,1.31454,5396
2019-12-09 04:00:00+00:00,1.31454,1.31463,1.31407,1.31454,3577
2019-12-09 08:00:00+00:00,1.31454,1.31802,1.31436,1.31549,8568
2019-12-09 12:00:00+00:00,1.31545,1.31764,1.31475,1.31532,9354
2019-12-09 16:00:00+00:00,1.31532,1.316,1.31353,1.31477,9593
2019-12-09 20:00:00+00:00,1.31476,1.31567,1.31358,1.31386,6682
2019-12-10 00:00:00+00:00,1.31385,1.31536,1.3135,1.31517,2947
2019-12-10 04:00:00+00:00,1.31517,1.3155299999999999,1.31488,1.31495,2810
2019-12-10 08:00:00+00:00,1.31495,1.31742,1.31325,1.31601,8597
2019-12-10 12:00:00+00:00,1.31601,1.31893,1.31578,1.317,10049
2019-12-10 16:00:00+00:00,1.31699,1.31843,1.31549,1.31829,11075
2019-12-10 20:00:00+00:00,1.31829,1.32148,1.31529,1.3153000000000001,8434
2019-12-11 00:00:00+00:00,1.31536,1.31585,1.31052,1.31328,6909
2019-12-11 04:00:00+00:00,1.31328,1.31463,1.31291,1.31369,3619
2019-12-11 08:00:00+00:00,1.31368,1.31568,1.31114,1.31382,10606
2019-12-11 12:00:00+00:00,1.31382,1.31731,1.31376,1.31698,10105
2019-12-11 16:00:00+00:00,1.31701,1.3186200000000001,1.31674,1.3171599999999999,9596
2019-12-11 20:00:00+00:00,1.31715,1.32131,1.31677,1.31939,9736
2019-12-12 00:00:00+00:00,1.31937,1.32288,1.31898,1.32256,4401
2019-12-12 04:00:00+00:00,1.32256,1.32264,1.32091,1.32095,3783
2019-12-12 08:00:00+00:00,1.32095,1.32227,1.3183099999999999,1.31836,6519
2019-12-12 12:00:00+00:00,1.31836,1.31992,1.31155,1.31544,13697
2019-12-12 16:00:00+00:00,1.31546,1.31761,1.31061,1.31091,19354
2019-12-12 20:00:00+00:00,1.31091,1.31836,1.30492,1.31612,17343
2019-12-13 00:00:00+00:00,1.31603,1.3514300000000001,1.31603,1.34914,14740
2019-12-13 04:00:00+00:00,1.34914,1.35077,1.34469,1.3473899999999999,7243
2019-12-13 08:00:00+00:00,1.3473600000000001,1.34795,1.33572,1.3415300000000001,18714
2019-12-13 12:00:00+00:00,1.34154,1.34183,1.33122,1.3331,15414
2019-12-13 16:00:00+00:00,1.3331,1.33674,1.33056,1.33217,25218
2019-12-13 20:00:00+00:00,1.3321,1.33449,1.33197,1.33338,8351
2019-12-16 00:00:00+00:00,1.33353,1.3362,1.33353,1.33617,5527
2019-12-16 04:00:00+00:00,1.3362,1.33982,1.3361,1.33883,4842
2019-12-16 08:00:00+00:00,1.33883,1.3422100000000001,1.33228,1.33332,12488
2019-12-16 12:00:00+00:00,1.33331,1.33795,1.33295,1.3343,12320
2019-12-16 16:00:00+00:00,1.3343,1.3362,1.33213,1.33261,12390
2019-12-16 20:00:00+00:00,1.33261,1.33536,1.33209,1.33303,6379
2019-12-17 00:00:00+00:00,1.333,1.33359,1.32352,1.3278699999999999,8352
2019-12-17 04:00:00+00:00,1.3278699999999999,1.33005,1.3275000000000001,1.3286,4671
2019-12-17 08:00:00+00:00,1.3286,1.32912,1.31547,1.31933,16006
2019-12-17 12:00:00+00:00,1.31933,1.32147,1.31315,1.31448,15145
2019-12-17 16:00:00+00:00,1.31448,1.31732,1.30991,1.31301,15469
2019-12-17 20:00:00+00:00,1.31301,1.31387,1.3111,1.31291,7021
2019-12-18 00:00:00+00:00,1.31266,1.31341,1.3089,1.30957,12415
2019-12-18 04:00:00+00:00,1.30956,1.3111,1.3072300000000001,1.31107,5912
2019-12-18 08:00:00+00:00,1.31107,1.31287,1.30769,1.31103,13711
2019-12-18 12:00:00+00:00,1.31109,1.31182,1.30594,1.30798,14271
2019-12-18 16:00:00+00:00,1.30796,1.30896,1.306,1.30829,14620
2019-12-18 20:00:00+00:00,1.30829,1.30883,1.3071,1.3076699999999999,6028
2019-12-19 00:00:00+00:00,1.3077,1.30883,1.30697,1.30851,5821
2019-12-19 04:00:00+00:00,1.30851,1.30901,1.30788,1.30835,3962
2019-12-19 08:00:00+00:00,1.30835,1.3127499999999999,1.3076400000000001,1.31057,9148
2019-12-19 12:00:00+00:00,1.31057,1.31323,1.30231,1.30585,16412
2019-12-19 16:00:00+00:00,1.30585,1.30655,1.2989600000000001,1.3038,18083
2019-12-19 20:00:00+00:00,1.30384,1.30398,1.29962,1.3009,8195
2019-12-20 00:00:00+00:00,1.30091,1.3020399999999999,1.30046,1.30193,3904
2019-12-20 04:00:00+00:00,1.30193,1.30285,1.30165,1.30195,3258
2019-12-20 08:00:00+00:00,1.30195,1.30472,1.30107,1.30402,7993
2019-12-20 12:00:00+00:00,1.304,1.3057,1.30163,1.30552,10395
2019-12-20 16:00:00+00:00,1.30552,1.30792,1.30193,1.3021,12510
2019-12-20 20:00:00+00:00,1.3021,1.30244,1.29779,1.30006,7884
2019-12-23 00:00:00+00:00,1.2993999999999999,1.30142,1.29863,1.30137,5005
2019-12-23 04:00:00+00:00,1.30137,1.30162,1.3005,1.30131,3191
2019-12-23 08:00:00+00:00,1.3013,1.30317,1.30042,1.30096,7632
2019-12-23 12:00:00+00:00,1.30097,1.30118,1.2904900000000001,1.2924,13693
2019-12-23 16:00:00+00:00,1.2924,1.29585,1.29091,1.29336,14806
2019-12-23 20:00:00+00:00,1.29334,1.29463,1.2922500000000001,1.29336,7337
2019-12-24 00:00:00+00:00,1.29328,1.29468,1.29319,1.29385,5218
2019-12-24 04:00:00+00:00,1.29385,1.29466,1.29366,1.2940800000000001,5415
2019-12-24 08:00:00+00:00,1.29406,1.2946900000000001,1.29217,1.2929300000000001,7899
2019-12-24 12:00:00+00:00,1.2929300000000001,1.2962799999999999,1.29268,1.29464,10392
2019-12-24 16:00:00+00:00,1.29464,1.29707,1.29462,1.29664,9657
2019-12-24 20:00:00+00:00,1.29664,1.29678,1.29535,1.29569,614
2019-12-26 04:00:00+00:00,1.29848,1.2990300000000001,1.2983,1.29873,1367
2019-12-26 08:00:00+00:00,1.29873,1.29965,1.29805,1.29816,5475
2019-12-26 12:00:00+00:00,1.2981500000000001,1.29946,1.29595,1.29854,10929
2019-12-26 16:00:00+00:00,1.29851,1.30155,1.29828,1.3008199999999999,6580
2019-12-26 20:00:00+00:00,1.30087,1.30142,1.299,1.29921,4895
2019-12-27 00:00:00+00:00,1.29922,1.3004,1.2968199999999999,1.29771,6531
2019-12-27 04:00:00+00:00,1.2977,1.30072,1.2976,1.29945,5305
2019-12-27 08:00:00+00:00,1.29944,1.30748,1.29922,1.30697,11379
2019-12-27 12:00:00+00:00,1.30698,1.31057,1.30614,1.30873,11765
2019-12-27 16:00:00+00:00,1.30873,1.3117,1.30831,1.30921,11930
2019-12-27 20:00:00+00:00,1.30921,1.30995,1.3072300000000001,1.3084500000000001,7632
2019-12-30 00:00:00+00:00,1.30691,1.31076,1.30656,1.31068,5297
2019-12-30 04:00:00+00:00,1.31068,1.31246,1.3105,1.31186,5066
2019-12-30 08:00:00+00:00,1.31183,1.31251,1.30859,1.31182,8702
2019-12-30 12:00:00+00:00,1.31182,1.31354,1.31045,1.31251,9495
2019-12-30 16:00:00+00:00,1.31251,1.315,1.31077,1.3118,13143
2019-12-30 20:00:00+00:00,1.31179,1.31291,1.3102,1.31117,8279
2019-12-31 00:00:00+00:00,1.31117,1.3124500000000001,1.31048,1.3124,4033
2019-12-31 04:00:00+00:00,1.3124,1.31358,1.31119,1.3115700000000001,4476
2019-12-31 08:00:00+00:00,1.3115700000000001,1.31641,1.31056,1.3158,8864
2019-12-31 12:00:00+00:00,1.3158,1.32172,1.315,1.32147,14333
2019-12-31 16:00:00+00:00,1.32147,1.32842,1.32002,1.32625,16330
2019-12-31 20:00:00+00:00,1.32621,1.32659,1.32309,1.3244799999999999,4850
2020-01-02 04:00:00+00:00,1.3209,1.32177,1.3202099999999999,1.32134,4677
2020-01-02 08:00:00+00:00,1.32134,1.32305,1.32061,1.32139,9789
2020-01-02 12:00:00+00:00,1.32139,1.32146,1.31712,1.31762,10018
2020-01-02 16:00:00+00:00,1.31762,1.31943,1.3115,1.31341,15712
2020-01-02 20:00:00+00:00,1.31341,1.31455,1.3124799999999999,1.31363,8720
2020-01-03 00:00:00+00:00,1.31363,1.31599,1.31329,1.31376,6007
2020-01-03 04:00:00+00:00,1.31376,1.3143500000000001,1.31156,1.31211,8263
2020-01-03 08:00:00+00:00,1.31211,1.31238,1.3066200000000001,1.30676,13287
2020-01-03 12:00:00+00:00,1.30676,1.3109600000000001,1.30532,1.3072300000000001,12452
2020-01-03 16:00:00+00:00,1.30721,1.30987,1.3066,1.3087900000000001,11928
2020-01-03 20:00:00+00:00,1.3087900000000001,1.30898,1.3070599999999999,1.30743,7858
2020-01-06 00:00:00+00:00,1.30781,1.3088,1.30625,1.3078699999999999,5385
2020-01-06 04:00:00+00:00,1.3078699999999999,1.30902,1.3078699999999999,1.30809,3946
2020-01-06 08:00:00+00:00,1.30807,1.31484,1.3063500000000001,1.3142800000000001,13309
2020-01-06 12:00:00+00:00,1.3142800000000001,1.3174000000000001,1.31346,1.31402,11859
2020-01-06 16:00:00+00:00,1.3140100000000001,1.31741,1.3133,1.3159,10439
2020-01-06 20:00:00+00:00,1.31588,1.3168199999999999,1.31552,1.3168199999999999,5246
2020-01-07 00:00:00+00:00,1.31684,1.31783,1.31647,1.31715,4990
2020-01-07 04:00:00+00:00,1.3171599999999999,1.31758,1.3153299999999999,1.31543,4321
2020-01-07 08:00:00+00:00,1.31547,1.32119,1.3140800000000001,1.3173,12247
2020-01-07 12:00:00+00:00,1.31726,1.31738,1.31021,1.31179,14380
2020-01-07 16:00:00+00:00,1.31178,1.31393,1.30948,1.31272,12771
2020-01-07 20:00:00+00:00,1.31272,1.31371,1.31135,1.31203,7028
2020-01-08 00:00:00+00:00,1.3118,1.31263,1.31048,1.31169,7859
2020-01-08 04:00:00+00:00,1.31169,1.31398,1.31158,1.31175,7391
2020-01-08 08:00:00+00:00,1.31175,1.31694,1.311,1.31199,12078
2020-01-08 12:00:00+00:00,1.312,1.31357,1.30801,1.3121800000000001,15388
2020-01-08 16:00:00+00:00,1.3121800000000001,1.3139,1.30826,1.31047,15108
2020-01-08 20:00:00+00:00,1.31048,1.3106,1.30917,1.30938,7436
2020-01-09 00:00:00+00:00,1.30937,1.3114,1.30935,1.31117,5218
2020-01-09 04:00:00+00:00,1.31117,1.3118699999999999,1.31041,1.31165,3414
2020-01-09 08:00:00+00:00,1.31161,1.31234,1.3017400000000001,1.30274,13648
2020-01-09 12:00:00+00:00,1.3027199999999999,1.3069,1.3013,1.3052000000000001,16078
2020-01-09 16:00:00+00:00,1.30521,1.30686,1.30331,1.30613,10863
2020-01-09 20:00:00+00:00,1.30612,1.30676,1.3054000000000001,1.30659,6899
2020-01-10 00:00:00+00:00,1.30659,1.30725,1.30597,1.30631,3875
2020-01-10 04:00:00+00:00,1.30631,1.30833,1.3060100000000001,1.30822,3907
2020-01-10 08:00:00+00:00,1.30823,1.30914,1.3048,1.30676,10156
2020-01-10 12:00:00+00:00,1.30679,1.3096700000000001,1.305,1.30692,12383
2020-01-10 16:00:00+00:00,1.30692,1.30779,1.30422,1.30616,13305
2020-01-10 20:00:00+00:00,1.30612,1.30641,1.30534,1.30637,4916
2020-01-13 00:00:00+00:00,1.3036400000000001,1.30453,1.3032,1.30388,3289
2020-01-13 04:00:00+00:00,1.30388,1.30411,1.3025,1.30327,3966
2020-01-13 08:00:00+00:00,1.30327,1.30328,1.2965,1.29726,11843
2020-01-13 12:00:00+00:00,1.29726,1.29935,1.29609,1.2984,11698
