time,open,high,low,close,volume
2024-04-30 12:00:00+00:00,156.936,156.952,156.874,156.883,602
2024-04-30 12:15:00+00:00,156.887,156.935,156.881,156.913,479
2024-04-30 12:30:00+00:00,156.913,156.951,156.912,156.931,518
2024-04-30 12:45:00+00:00,156.932,156.954,156.899,156.924,436
2024-04-30 13:00:00+00:00,156.923,156.93,156.832,156.873,483
2024-04-30 13:15:00+00:00,156.871,156.928,156.87,156.887,338
2024-04-30 13:30:00+00:00,156.887,156.951,156.885,156.925,474
2024-04-30 13:45:00+00:00,156.922,156.926,156.888,156.919,353
2024-04-30 14:00:00+00:00,156.919,156.947,156.898,156.932,335
2024-04-30 14:15:00+00:00,156.933,156.942,156.917,156.929,302
2024-04-30 14:30:00+00:00,156.929,156.938,156.907,156.922,375
2024-04-30 14:45:00+00:00,156.923,156.954,156.9,156.953,280
2024-04-30 15:00:00+00:00,156.954,157.127,156.84,156.973,872
2024-04-30 15:15:00+00:00,156.97,157.042,156.944,157.022,798
2024-04-30 15:30:00+00:00,157.023,157.387,157.023,157.322,1263
2024-04-30 15:45:00+00:00,157.322,157.487,157.3,157.452,988
2024-04-30 16:00:00+00:00,157.452,157.536,157.301,157.44,914
2024-04-30 16:15:00+00:00,157.44,157.521,157.419,157.468,739
2024-04-30 16:30:00+00:00,157.467,157.532,157.397,157.414,812
2024-04-30 16:45:00+00:00,157.414,157.482,157.397,157.424,826
2024-04-30 17:00:00+00:00,157.42,157.461,157.282,157.312,989
2024-04-30 17:15:00+00:00,157.313,157.348,157.245,157.269,773
2024-04-30 17:30:00+00:00,157.262,157.38,157.261,157.353,805
2024-04-30 17:45:00+00:00,157.351,157.4,157.286,157.338,964
2024-04-30 18:00:00+00:00,157.335,157.401,157.315,157.352,627
2024-04-30 18:15:00+00:00,157.352,157.458,157.33,157.449,561
2024-04-30 18:30:00+00:00,157.449,157.573,157.434,157.56,491
2024-04-30 18:45:00+00:00,157.56,157.56,157.467,157.544,539
2024-04-30 19:00:00+00:00,157.543,157.567,157.503,157.518,568
2024-04-30 19:15:00+00:00,157.519,157.574,157.518,157.531,456
2024-04-30 19:30:00+00:00,157.53,157.54,157.491,157.519,381
2024-04-30 19:45:00+00:00,157.52,157.521,157.434,157.459,353
2024-04-30 20:00:00+00:00,157.459,157.509,157.441,157.508,258
2024-04-30 20:15:00+00:00,157.508,157.558,157.504,157.553,286
2024-04-30 20:30:00+00:00,157.553,157.64,157.553,157.631,320
2024-04-30 20:45:00+00:00,157.631,157.634,157.559,157.568,267
2024-04-30 21:00:00+00:00,157.566,157.587,157.547,157.584,270
2024-04-30 21:15:00+00:00,157.584,157.61,157.583,157.599,194
2024-04-30 21:30:00+00:00,157.599,157.667,157.582,157.655,244
2024-04-30 21:45:00+00:00,157.655,157.726,157.655,157.693,263
2024-04-30 22:00:00+00:00,157.696,157.713,157.672,157.71,244
2024-04-30 22:15:00+00:00,157.712,157.76,157.697,157.743,257
2024-04-30 22:30:00+00:00,157.744,157.746,157.713,157.726,309
2024-04-30 22:45:00+00:00,157.726,157.73,157.701,157.704,266
2024-04-30 23:00:00+00:00,157.707,157.768,157.705,157.754,245
2024-04-30 23:15:00+00:00,157.754,157.797,157.753,157.797,238
2024-04-30 23:30:00+00:00,157.795,157.841,157.793,157.816,172
2024-04-30 23:45:00+00:00,157.817,157.834,157.779,157.789,395
2024-05-01 00:00:00+00:00,157.78,157.803,157.533,157.679,115
2024-05-01 00:15:00+00:00,157.655,157.676,157.644,157.668,171
2024-05-01 00:30:00+00:00,157.679,157.686,157.638,157.646,96
2024-05-01 00:45:00+00:00,157.646,157.721,157.643,157.7,133
2024-05-01 01:00:00+00:00,157.696,157.81,157.643,157.748,180
2024-05-01 01:15:00+00:00,157.748,157.75,157.706,157.706,275
2024-05-01 01:30:00+00:00,157.713,157.732,157.675,157.675,351
2024-05-01 01:45:00+00:00,157.676,157.711,157.659,157.696,340
2024-05-01 02:00:00+00:00,157.698,157.715,157.681,157.688,298
2024-05-01 02:15:00+00:00,157.683,157.728,157.681,157.728,386
2024-05-01 02:30:00+00:00,157.728,157.733,157.702,157.703,351
2024-05-01 02:45:00+00:00,157.702,157.747,157.677,157.743,507
2024-05-01 03:00:00+00:00,157.738,157.765,157.682,157.76,461
2024-05-01 03:15:00+00:00,157.759,157.828,157.751,157.819,455
2024-05-01 03:30:00+00:00,157.819,157.823,157.738,157.822,381
2024-05-01 03:45:00+00:00,157.821,157.854,157.697,157.748,660
2024-05-01 04:00:00+00:00,157.739,157.841,157.731,157.776,506
2024-05-01 04:15:00+00:00,157.776,157.795,157.742,157.75,339
2024-05-01 04:30:00+00:00,157.75,157.811,157.747,157.799,306
2024-05-01 04:45:00+00:00,157.798,157.826,157.778,157.801,267
2024-05-01 05:00:00+00:00,157.801,157.826,157.792,157.819,210
2024-05-01 05:15:00+00:00,157.819,157.835,157.799,157.826,199
2024-05-01 05:30:00+00:00,157.826,157.872,157.824,157.858,217
2024-05-01 05:45:00+00:00,157.854,157.893,157.853,157.877,176
2024-05-01 06:00:00+00:00,157.883,157.895,157.852,157.87,186
2024-05-01 06:15:00+00:00,157.87,157.88,157.838,157.838,205
2024-05-01 06:30:00+00:00,157.838,157.931,157.838,157.917,252
2024-05-01 06:45:00+00:00,157.92,157.924,157.9,157.914,217
2024-05-01 07:00:00+00:00,157.912,157.923,157.854,157.854,256
2024-05-01 07:15:00+00:00,157.854,157.891,157.853,157.872,264
2024-05-01 07:30:00+00:00,157.873,157.874,157.813,157.85,263
2024-05-01 07:45:00+00:00,157.85,157.902,157.846,157.855,238
2024-05-01 08:00:00+00:00,157.86,157.876,157.822,157.854,253
2024-05-01 08:15:00+00:00,157.854,157.895,157.852,157.884,219
2024-05-01 08:30:00+00:00,157.883,157.896,157.863,157.879,274
2024-05-01 08:45:00+00:00,157.879,157.919,157.867,157.917,274
2024-05-01 09:00:00+00:00,157.916,157.918,157.85,157.866,342
2024-05-01 09:15:00+00:00,157.867,157.892,157.855,157.861,259
2024-05-01 09:30:00+00:00,157.86,157.927,157.858,157.912,354
2024-05-01 09:45:00+00:00,157.912,157.976,157.901,157.969,379
2024-05-01 10:00:00+00:00,157.97,157.986,157.938,157.948,328
2024-05-01 10:15:00+00:00,157.947,157.955,157.911,157.945,309
2024-05-01 10:30:00+00:00,157.945,157.958,157.913,157.923,285
2024-05-01 10:45:00+00:00,157.923,157.93,157.867,157.879,373
2024-05-01 11:00:00+00:00,157.882,157.948,157.865,157.939,312
2024-05-01 11:15:00+00:00,157.939,157.975,157.935,157.947,295
2024-05-01 11:30:00+00:00,157.947,157.981,157.934,157.943,241
2024-05-01 11:45:00+00:00,157.943,157.953,157.936,157.951,227
2024-05-01 12:00:00+00:00,157.951,157.967,157.896,157.924,317
2024-05-01 12:15:00+00:00,157.926,157.946,157.91,157.94,334
2024-05-01 12:30:00+00:00,157.941,157.941,157.904,157.924,301
2024-05-01 12:45:00+00:00,157.924,157.924,157.903,157.915,214
2024-05-01 13:00:00+00:00,157.915,157.927,157.882,157.899,360
2024-05-01 13:15:00+00:00,157.899,157.908,157.879,157.888,354
2024-05-01 13:30:00+00:00,157.888,157.892,157.858,157.889,267
2024-05-01 13:45:00+00:00,157.888,157.917,157.885,157.909,269
2024-05-01 14:00:00+00:00,157.908,157.911,157.871,157.881,311
2024-05-01 14:15:00+00:00,157.882,157.904,157.873,157.891,414
2024-05-01 14:30:00+00:00,157.89,157.902,157.882,157.889,429
2024-05-01 14:45:00+00:00,157.89,157.893,157.862,157.874,333
2024-05-01 15:00:00+00:00,157.874,157.879,157.838,157.864,359
2024-05-01 15:15:00+00:00,157.852,157.922,157.811,157.846,515
2024-05-01 15:30:00+00:00,157.846,157.863,157.762,157.805,656
2024-05-01 15:45:00+00:00,157.806,157.82,157.761,157.779,566
2024-05-01 16:00:00+00:00,157.779,157.812,157.753,157.759,412
2024-05-01 16:15:00+00:00,157.759,157.766,157.625,157.629,577
2024-05-01 16:30:00+00:00,157.632,157.676,157.519,157.535,486
2024-05-01 16:45:00+00:00,157.537,157.675,157.51,157.579,559
2024-05-01 17:00:00+00:00,157.592,157.63,157.378,157.467,1061
2024-05-01 17:15:00+00:00,157.472,157.636,157.419,157.582,681
2024-05-01 17:30:00+00:00,157.571,157.629,157.526,157.595,748
2024-05-01 17:45:00+00:00,157.592,157.713,157.591,157.658,694
2024-05-01 18:00:00+00:00,157.656,157.698,157.631,157.673,618
2024-05-01 18:15:00+00:00,157.673,157.734,157.59,157.592,628
2024-05-01 18:30:00+00:00,157.594,157.671,157.588,157.655,543
2024-05-01 18:45:00+00:00,157.655,157.681,157.614,157.644,370
2024-05-01 19:00:00+00:00,157.647,157.662,157.614,157.658,479
2024-05-01 19:15:00+00:00,157.658,157.662,157.616,157.625,240
2024-05-01 19:30:00+00:00,157.628,157.659,157.597,157.654,308
2024-05-01 19:45:00+00:00,157.654,157.661,157.612,157.615,285
2024-05-01 20:00:00+00:00,157.614,157.629,157.575,157.577,264
2024-05-01 20:15:00+00:00,157.578,157.602,157.573,157.598,215
2024-05-01 20:30:00+00:00,157.598,157.598,157.559,157.565,207
2024-05-01 20:45:00+00:00,157.565,157.662,157.561,157.645,525
2024-05-01 21:00:00+00:00,157.658,157.765,157.329,157.541,1302
2024-05-01 21:15:00+00:00,157.55,157.555,157.341,157.347,841
2024-05-01 21:30:00+00:00,157.349,157.58,157.071,157.124,1437
2024-05-01 21:45:00+00:00,157.138,157.232,157.002,157.113,1307
2024-05-01 22:00:00+00:00,157.114,157.322,157.102,157.235,1143
2024-05-01 22:15:00+00:00,157.236,157.486,157.233,157.382,953
2024-05-01 22:30:00+00:00,157.383,157.457,157.367,157.406,801
2024-05-01 22:45:00+00:00,157.409,157.479,157.358,157.476,671
2024-05-01 23:00:00+00:00,157.493,157.583,156.076,156.076,757
2024-05-01 23:15:00+00:00,156.075,156.758,154.974,155.005,1806
2024-05-01 23:30:00+00:00,155.002,155.151,153.876,154.162,1835
2024-05-01 23:45:00+00:00,154.169,154.618,152.996,154.614,1893
2024-05-02 00:00:00+00:00,154.575,154.943,154.356,154.83,336
2024-05-02 00:15:00+00:00,154.826,155.106,154.752,155.106,220
2024-05-02 00:30:00+00:00,155.117,155.3,155.002,155.25,223
2024-05-02 00:45:00+00:00,155.246,155.33,154.251,154.251,204
2024-05-02 01:00:00+00:00,154.193,155.273,154.187,155.22,601
2024-05-02 01:15:00+00:00,155.217,155.337,154.436,155.202,778
2024-05-02 01:30:00+00:00,155.19,155.24,155.07,155.217,595
2024-05-02 01:45:00+00:00,155.217,155.435,155.2,155.428,678
2024-05-02 02:00:00+00:00,155.428,155.622,155.293,155.588,752
2024-05-02 02:15:00+00:00,155.588,155.747,155.477,155.48,727
2024-05-02 02:30:00+00:00,155.463,155.645,155.201,155.581,785
2024-05-02 02:45:00+00:00,155.58,155.747,155.568,155.731,828
2024-05-02 03:00:00+00:00,155.726,155.876,155.654,155.794,855
2024-05-02 03:15:00+00:00,155.794,155.941,155.794,155.928,735
2024-05-02 03:30:00+00:00,155.924,155.95,155.864,155.926,636
2024-05-02 03:45:00+00:00,155.929,156.083,155.882,156.015,818
2024-05-02 04:00:00+00:00,156.015,156.076,155.926,156.065,577
2024-05-02 04:15:00+00:00,156.064,156.176,156.062,156.17,550
2024-05-02 04:30:00+00:00,156.17,156.279,156.161,156.23,657
2024-05-02 04:45:00+00:00,156.23,156.247,156.077,156.077,494
2024-05-02 05:00:00+00:00,156.077,156.121,155.742,156.121,789
2024-05-02 05:15:00+00:00,156.121,156.144,155.96,156.002,716
2024-05-02 05:30:00+00:00,155.999,156.087,155.855,155.915,632
2024-05-02 05:45:00+00:00,155.913,155.945,155.704,155.821,800
2024-05-02 06:00:00+00:00,155.823,155.935,155.785,155.925,600
2024-05-02 06:15:00+00:00,155.926,156.042,155.902,156.002,552
